pid,hhd,relationship,age,age-group,gender,income,income-group,education,education-level,edu-year,edu-year-required,status,number,hhd-income,hhd-income-group,license,traffic,max-friend,min-friend,my-score,district,livelong,livelat,wslong,wslat,flexible,mandatory,residence-size,residence-cost,current-accessibility,move,marriage,divorce,birth,death,work,study,immigration,candidate-ws-dis,current-ws-dis,weekday-shopping,weekday-leisure,weekend-shopping,weekend-leisure,distance-max
14092,7098,11,45,5,0,332000,0,4,1,0,3,2,4,1328000,0,0,0,40,20,0,0,114.3355732,22.71003255,114.3215746,22.70437613,0,0,4,1080000,0,0,0,0,0,0,0,0,0,0,6.94886541,10,2,2,0,10
14093,7099,11,29,3,1,332000,0,5,1,0,0,2,4,1328000,0,1,0,19,8,0,0,114.2246353,22.55317367,114.2360842,22.55783509,0,0,4,1191935,0,0,0,0,0,0,0,0,0,0,5.689300921,0,2,2,0,25
14094,7099,1,31,3,1,332000,0,7,3,0,0,2,4,1328000,0,1,0,19,8,0,0,114.2246353,22.55317367,114.2563818,22.58771104,0,0,4,1191935,0,0,0,0,0,0,0,0,0,0,21.59066266,1,3,1,0,38
14095,7099,2,40,4,0,332000,0,7,3,0,0,2,4,1328000,0,0,0,2,1,0,0,114.2246353,22.55317367,114.2321472,22.55462274,0,0,4,1191935,0,0,0,0,0,0,0,0,0,0,0,6,5,1,1,10
14096,7099,11,49,5,0,332000,0,4,1,0,3,2,4,1328000,0,0,0,40,20,0,0,114.2246353,22.55317367,114.2387213,22.56366033,0,0,4,1191935,0,0,0,0,0,0,0,0,0,0,8.082308441,1,4,2,0,10
14097,7100,2,33,3,1,332000,0,5,1,0,0,2,4,1328000,0,1,0,2,1,0,0,114.2209095,22.72832054,113.8603968,22.73318929,0,0,4,976500,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,10
14098,7100,3,32,3,1,332000,0,8,3,0,0,2,4,1328000,0,1,0,2,1,0,0,114.2209095,22.72832054,114.3064504,22.77372499,0,0,4,976500,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,50
14099,7100,11,41,4,0,332000,0,8,3,0,0,2,4,1328000,0,0,0,19,8,0,0,114.2209095,22.72832054,114.201702,22.65030004,0,0,4,976500,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,38
14100,7100,1,53,5,0,332000,0,1,1,0,3,2,4,1328000,0,0,0,2,1,0,0,114.2209095,22.72832054,114.2246614,22.68177281,0,0,4,976500,0,0,0,0,0,0,0,0,0,0,21.49281086,1,4,3,2,25
14101,7101,1,29,3,1,332000,0,4,1,0,3,2,4,1328000,0,1,0,19,8,0,0,113.9164802,22.51914492,114.5093052,22.54035285,0,0,4,1620576,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,10
14102,7101,11,25,3,1,332000,0,7,3,0,0,2,4,1328000,0,1,0,40,20,0,0,113.9164802,22.51914492,113.8232585,22.73145729,0,0,4,1620576,0,0,0,0,0,0,0,0,0,0,106.7199711,3,2,2,2,10
14103,7101,2,36,4,0,332000,0,8,3,0,0,2,4,1328000,0,0,0,19,8,0,0,113.9164802,22.51914492,114.1027281,22.7198865,0,0,4,1620576,0,0,0,0,0,0,0,0,0,0,126.0308973,5,3,1,1,10
14104,7101,4,53,5,0,332000,0,3,1,0,3,2,4,1328000,0,0,0,2,1,0,0,113.9164802,22.51914492,113.8594129,22.76057567,0,0,4,1620576,0,0,0,0,0,0,0,0,0,0,114.1790925,3,0,3,2,10
14105,7102,3,25,3,1,332000,0,1,1,0,3,2,4,1328000,0,1,0,19,8,0,0,113.9066951,22.52846257,113.9436087,22.6826182,0,0,4,2203200,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,75
14106,7102,2,30,3,1,332000,0,7,3,0,0,2,4,1328000,0,1,0,2,1,0,0,113.9066951,22.52846257,114.2939222,22.66603796,0,0,4,2203200,0,0,0,0,0,0,0,0,0,0,189.1328981,1,4,2,2,50
14107,7102,11,43,4,0,332000,0,8,3,0,0,2,4,1328000,0,0,0,2,1,0,0,113.9066951,22.52846257,113.968556,22.69827316,0,0,4,2203200,0,0,0,0,0,0,0,0,0,0,83.17878795,1,0,1,1,10
14108,7102,1,47,5,0,332000,0,4,1,0,3,2,4,1328000,0,0,0,19,8,0,0,113.9066951,22.52846257,114.48264,22.54230616,0,0,4,2203200,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,10
14109,7103,1,29,3,1,332000,0,1,1,0,3,2,4,1328000,0,1,0,2,1,0,0,114.1295402,22.57343432,114.0923787,22.56380177,0,0,4,1690200,0,0,0,0,0,0,0,0,0,0,17.66860783,5,3,1,1,38
14110,7103,11,34,3,1,332000,0,7,3,0,0,2,4,1328000,0,1,0,19,8,0,0,114.1295402,22.57343432,114.0139728,22.75095175,0,0,4,1690200,0,0,0,0,0,0,0,0,0,0,97.48956104,2,5,2,2,25
14111,7103,2,35,4,0,332000,0,8,3,0,0,2,4,1328000,0,0,0,8,2,0,0,114.1295402,22.57343432,113.8064836,22.69279451,0,0,4,1690200,0,0,0,0,0,0,0,0,0,0,158.5088731,12,5,1,0,10
14112,7103,11,46,5,0,332000,0,3,1,0,3,2,4,1328000,0,0,0,40,20,0,0,114.1295402,22.57343432,113.9152116,22.75330155,0,0,4,1690200,0,0,0,0,0,0,0,0,0,0,128.7771411,8,2,1,2,10
14113,7104,11,28,3,1,332000,0,1,1,0,3,2,4,1328000,0,1,0,19,8,0,0,113.8564484,22.62003008,113.9090834,22.72682953,0,0,4,1417500,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,75
14114,7104,1,29,3,1,332000,0,7,3,0,0,2,4,1328000,0,1,0,19,8,0,0,113.8564484,22.62003008,113.8050573,22.70254052,0,0,4,1417500,0,0,0,0,0,0,0,0,0,0,44.73854203,7,1,2,2,25
14115,7104,2,43,4,0,332000,0,8,3,0,0,2,4,1328000,0,0,0,40,20,0,0,113.8564484,22.62003008,113.8460198,22.63041229,0,0,4,1417500,0,0,0,0,0,0,0,0,0,0,6.772726798,3,5,2,1,10
14116,7104,11,46,5,0,332000,0,5,1,0,0,2,4,1328000,0,0,0,8,2,0,0,113.8564484,22.62003008,113.8403815,22.61457115,0,0,4,1417500,0,0,0,0,0,0,0,0,0,0,7.809862858,4,1,1,1,10
14117,7105,1,33,3,1,332000,0,4,1,0,3,2,4,1328000,0,1,0,8,2,0,0,114.1521987,22.61530084,114.1027893,22.59637715,0,0,4,1290600,0,0,0,0,0,0,0,0,0,0,24.35121144,8,4,1,2,25
14118,7105,11,34,3,1,332000,0,8,3,0,0,2,4,1328000,0,1,0,2,1,0,0,114.1521987,22.61530084,114.153938,22.59952092,0,0,4,1290600,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,10
14119,7105,2,43,4,0,332000,0,8,3,0,0,2,4,1328000,0,0,0,2,1,0,0,114.1521987,22.61530084,114.2717263,22.58856211,0,0,4,1290600,0,0,0,0,0,0,0,0,0,0,56.37158895,3,0,1,2,10
14120,7105,11,48,5,0,332000,0,1,1,0,3,2,4,1328000,0,0,0,8,2,0,0,114.1521987,22.61530084,114.1100798,22.59688819,0,0,4,1290600,0,0,0,0,0,0,0,0,0,0,21.15636533,5,2,2,1,25
14121,7106,11,31,3,1,332000,0,5,1,0,0,2,4,1328000,0,1,0,19,8,0,0,114.0767642,22.54745648,114.1669082,22.5643092,0,0,4,1907867,0,0,0,0,0,0,0,0,0,0,0,10,3,1,2,50
14122,7106,1,27,3,1,332000,0,7,3,0,0,2,4,1328000,0,1,0,2,1,0,0,114.0767642,22.54745648,114.125392,22.59488349,0,0,4,1907867,0,0,0,0,0,0,0,0,0,0,0,4,1,3,2,38
14123,7106,2,35,4,0,332000,0,8,3,0,0,2,4,1328000,0,0,0,19,8,0,0,114.0767642,22.54745648,114.2360842,22.55783509,0,0,4,1907867,0,0,0,0,0,0,0,0,0,0,73.48155412,2,5,0,0,75
14124,7106,4,54,5,0,332000,0,3,1,0,3,2,4,1328000,0,0,0,19,8,0,0,114.0767642,22.54745648,113.9873849,22.69553309,0,0,4,1907867,0,0,0,0,0,0,0,0,0,0,0,5,4,2,1,400
14125,7107,1,33,3,1,332000,0,3,1,0,3,2,4,1328000,0,1,0,19,8,0,0,113.9400233,22.52891281,114.3077843,22.77649766,0,0,4,3431700,0,0,0,0,0,0,0,0,0,0,204.0426949,2,1,1,0,10
14126,7107,11,29,3,1,332000,0,8,3,0,0,2,4,1328000,0,1,0,19,8,0,0,113.9400233,22.52891281,114.3489082,22.76434466,0,0,4,3431700,0,0,0,0,0,0,0,0,0,0,217.1529437,1,2,1,0,10
14127,7107,2,36,4,0,332000,0,7,3,0,0,2,4,1328000,0,0,0,2,1,0,0,113.9400233,22.52891281,113.9359665,22.50979615,0,0,4,3431700,0,0,0,0,0,0,0,0,0,0,0,8,5,2,2,38
14128,7107,11,48,5,0,332000,0,1,1,0,3,2,4,1328000,0,0,0,40,20,0,0,113.9400233,22.52891281,114.3215746,22.70437613,0,0,4,3431700,0,0,0,0,0,0,0,0,0,0,193.2855273,10,2,3,1,50
14129,7108,2,29,3,1,332000,0,1,1,0,3,2,4,1328000,0,1,0,2,1,0,0,114.1056468,22.59296702,114.2301425,22.55957429,0,0,4,928800,0,0,0,0,0,0,0,0,0,0,59.32379305,0,1,4,1,25
14130,7108,11,30,3,1,332000,0,7,3,0,0,2,4,1328000,0,1,0,19,8,0,0,114.1056468,22.59296702,114.1130659,22.65132133,0,0,4,928800,0,0,0,0,0,0,0,0,0,0,27.07343704,4,1,1,1,38
14131,7108,1,42,4,0,332000,0,8,3,0,0,2,4,1328000,0,0,0,19,8,0,0,114.1056468,22.59296702,114.2781637,22.66588492,0,0,4,928800,0,0,0,0,0,0,0,0,0,0,86.20108232,0,2,1,1,10
14132,7108,11,54,5,0,332000,0,4,1,0,3,2,4,1328000,0,0,0,2,1,0,0,114.1056468,22.59296702,114.1057548,22.59821631,0,0,4,928800,0,0,0,0,0,0,0,0,0,0,2.41646749,5,5,1,1,10
14133,7109,1,29,3,1,332000,0,1,1,0,3,2,4,1328000,0,1,0,40,20,0,0,113.9396419,22.74453187,113.9390427,22.76296163,0,0,4,1401300,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,400
14134,7109,11,33,3,1,332000,0,7,3,0,0,2,4,1328000,0,1,0,40,20,0,0,113.9396419,22.74453187,113.9281358,22.74747605,0,0,4,1401300,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,10
14135,7109,2,43,4,0,332000,0,8,3,0,0,2,4,1328000,0,0,0,19,8,0,0,113.9396419,22.74453187,113.8964399,22.72716068,0,0,4,1401300,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,25
14136,7109,11,45,5,0,332000,0,1,1,0,3,2,4,1328000,0,0,0,19,8,0,0,113.9396419,22.74453187,113.9471497,22.75512396,0,0,4,1401300,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,10
14137,7110,2,28,3,1,332000,0,2,1,0,6,2,4,1328000,0,1,0,2,1,0,0,114.2454337,22.7144816,113.9399642,22.72081946,0,0,4,1117651,0,0,0,0,0,0,0,0,0,0,140.6208771,0,4,1,1,10
14138,7110,11,29,3,1,332000,0,8,3,0,0,2,4,1328000,0,1,0,2,1,0,0,114.2454337,22.7144816,113.8232585,22.73145729,0,0,4,1117651,0,0,0,0,0,0,0,0,0,0,194.4607786,2,0,1,1,10
14139,7110,1,39,4,0,332000,0,8,3,0,0,2,4,1328000,0,0,0,2,1,0,0,114.2454337,22.7144816,114.2982552,22.71040813,0,0,4,1117651,0,0,0,0,0,0,0,0,0,0,24.382981,0,2,2,1,38
14140,7110,11,50,5,0,332000,0,2,1,0,6,2,4,1328000,0,0,0,2,1,0,0,114.2454337,22.7144816,113.859515,22.73057783,0,0,4,1117651,0,0,0,0,0,0,0,0,0,0,177.7713385,3,1,1,1,10
14141,7111,3,25,3,1,332000,0,3,1,0,3,2,4,1328000,0,1,0,19,8,0,0,114.1018944,22.59273764,114.1061697,22.60760021,0,0,4,1111347,0,0,0,0,0,0,0,0,0,0,7.117797627,1,5,1,1,10
14142,7111,2,33,3,1,332000,0,8,3,0,0,2,4,1328000,0,1,0,19,8,0,0,114.1018944,22.59273764,114.0545956,22.61293956,0,0,4,1111347,0,0,0,0,0,0,0,0,0,0,23.67148314,3,3,0,1,25
14143,7111,11,41,4,0,332000,0,8,3,0,0,2,4,1328000,0,0,0,40,20,0,0,114.1018944,22.59273764,114.055946,22.67616114,0,0,4,1111347,0,0,0,0,0,0,0,0,0,0,43.83386351,0,0,1,1,50
14144,7111,1,49,5,0,332000,0,4,1,0,3,2,4,1328000,0,0,0,8,2,0,0,114.1018944,22.59273764,114.129943,22.58690043,0,0,4,1111347,0,0,0,0,0,0,0,0,0,0,13.18579646,3,4,2,2,38
14145,7112,3,28,3,1,332000,0,4,1,0,3,2,4,1328000,0,1,0,2,1,0,0,114.0419765,22.55608436,113.8064836,22.69279451,0,0,4,1723437,0,0,0,0,0,0,0,0,0,0,125.3239364,7,5,1,2,25
14146,7112,3,25,3,1,332000,0,7,3,0,0,2,4,1328000,0,1,0,2,1,0,0,114.0419765,22.55608436,114.1020648,22.59017166,0,0,4,1723437,0,0,0,0,0,0,0,0,0,0,31.79535191,3,2,2,2,38
14147,7112,11,38,4,0,332000,0,7,3,0,0,2,4,1328000,0,0,0,8,2,0,0,114.0419765,22.55608436,114.0573383,22.6047373,0,0,4,1723437,0,0,0,0,0,0,0,0,0,0,23.48190751,5,1,2,0,25
14148,7112,1,53,5,0,332000,0,4,1,0,3,2,4,1328000,0,0,0,19,8,0,0,114.0419765,22.55608436,113.8716275,22.75540599,0,0,4,1723437,0,0,0,0,0,0,0,0,0,0,120.6752455,1,4,2,2,10
14149,7113,1,27,3,1,332000,0,4,1,0,3,2,4,1328000,0,1,0,2,1,0,0,114.0417775,22.61856082,114.0474972,22.60095131,0,0,4,1544400,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,10
14150,7113,11,26,3,1,332000,0,8,3,0,0,2,4,1328000,0,1,0,8,2,0,0,114.0417775,22.61856082,114.0648887,22.6583551,0,0,4,1544400,0,0,0,0,0,0,0,0,0,0,0,10,2,1,2,25
14151,7113,2,40,4,0,332000,0,7,3,0,0,2,4,1328000,0,0,0,8,2,0,0,114.0417775,22.61856082,113.8897551,22.77264868,0,0,4,1544400,0,0,0,0,0,0,0,0,0,0,99.62337861,3,5,2,0,100
14152,7113,4,53,5,0,332000,0,4,1,0,3,2,4,1328000,0,0,0,8,2,0,0,114.0417775,22.61856082,114.0513711,22.61576577,0,0,4,1544400,0,0,0,0,0,0,0,0,0,0,4.598978338,3,3,1,2,10
14153,7114,11,34,3,1,332000,0,3,1,0,3,2,4,1328000,0,1,0,40,20,0,0,114.3239581,22.68326099,114.3218376,22.69937292,0,0,4,974700,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,10
14154,7114,1,34,3,1,332000,0,8,3,0,0,2,4,1328000,0,1,0,2,1,0,0,114.3239581,22.68326099,114.3409104,22.68026385,0,0,4,974700,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,10
14155,7114,2,35,4,0,332000,0,8,3,0,0,2,4,1328000,0,0,0,2,1,0,0,114.3239581,22.68326099,114.3326858,22.68881791,0,0,4,974700,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,25
14156,7114,11,49,5,0,332000,0,2,1,0,6,2,4,1328000,0,0,0,2,1,0,0,114.3239581,22.68326099,114.3072888,22.67023618,0,0,4,974700,0,0,0,0,0,0,0,0,0,0,9.73622193,1,1,4,2,10
14157,7115,3,28,3,1,332000,0,5,1,0,0,2,4,1328000,0,1,0,19,8,0,0,113.922905,22.52892951,114.2482186,22.597762,0,0,4,2039580,0,0,0,0,0,0,0,0,0,0,153.0385916,5,1,0,1,10
14158,7115,3,26,3,1,332000,0,7,3,0,0,2,4,1328000,0,1,0,40,20,0,0,113.922905,22.52892951,113.9913536,22.74589013,0,0,4,2039580,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,400
14159,7115,11,43,4,0,332000,0,8,3,0,0,2,4,1328000,0,0,0,2,1,0,0,113.922905,22.52892951,113.9102712,22.54288065,0,0,4,2039580,0,0,0,0,0,0,0,0,0,0,8.662469348,1,3,1,1,10
14160,7115,1,49,5,0,332000,0,3,1,0,3,2,4,1328000,0,0,0,40,20,0,0,113.922905,22.52892951,113.7982229,22.69370504,0,0,4,2039580,0,0,0,0,0,0,0,0,0,0,95.10101346,4,1,3,2,10
14161,7116,2,25,3,1,332000,0,5,1,0,0,2,4,1328000,0,1,0,19,8,0,0,114.3475432,22.66921114,114.37472,22.69079949,0,0,4,1012500,0,0,0,0,0,0,0,0,0,0,15.97409589,0,0,2,1,25
14162,7116,11,34,3,1,332000,0,7,3,0,0,2,4,1328000,0,1,0,19,8,0,0,114.3475432,22.66921114,114.3403352,22.679758,0,0,4,1012500,0,0,0,0,0,0,0,0,0,0,5.879457906,2,0,1,2,10
14163,7116,1,43,4,0,332000,0,8,3,0,0,2,4,1328000,0,0,0,2,1,0,0,114.3475432,22.66921114,114.4678422,22.59785863,0,0,4,1012500,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,75
14164,7116,11,49,5,0,332000,0,5,1,0,0,2,4,1328000,0,0,0,2,1,0,0,114.3475432,22.66921114,113.8992632,22.73667783,0,0,4,1012500,0,0,0,0,0,0,0,0,0,0,208.6418851,5,4,2,2,10
14165,7117,2,26,3,1,332000,0,3,1,0,3,2,4,1328000,0,1,0,19,8,0,0,114.0403402,22.55778015,114.0320786,22.56121934,0,0,4,2169900,0,0,0,0,0,0,0,0,0,0,4.118661655,3,1,4,1,10
14166,7117,11,32,3,1,332000,0,8,3,0,0,2,4,1328000,0,1,0,19,8,0,0,114.0403402,22.55778015,114.0367843,22.52298641,0,0,4,2169900,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,25
14167,7117,1,38,4,0,332000,0,8,3,0,0,2,4,1328000,0,0,0,40,20,0,0,114.0403402,22.55778015,114.0492451,22.56662297,0,0,4,2169900,0,0,0,0,0,0,0,0,0,0,5.775887414,1,4,1,1,10
14168,7117,11,47,5,0,332000,0,2,1,0,6,2,4,1328000,0,0,0,40,20,0,0,114.0403402,22.55778015,114.0431905,22.55531317,0,0,4,2169900,0,0,0,0,0,0,0,0,0,0,1.734956512,5,4,2,1,25
14169,7118,2,33,3,1,332000,0,3,1,0,3,2,4,1328000,0,1,0,40,20,0,0,114.1187027,22.57398636,113.8851632,22.72061152,0,0,4,1621728,0,0,0,0,0,0,0,0,0,0,126.9136999,3,5,2,2,10
14170,7118,11,34,3,1,332000,0,7,3,0,0,2,4,1328000,0,1,0,2,1,0,0,114.1187027,22.57398636,114.1340834,22.58581645,0,0,4,1621728,0,0,0,0,0,0,0,0,0,0,8.930602608,4,1,1,2,10
14171,7118,1,42,4,0,332000,0,8,3,0,0,2,4,1328000,0,0,0,2,1,0,0,114.1187027,22.57398636,114.3388999,22.68548423,0,0,4,1621728,0,0,0,0,0,0,0,0,0,0,113.5960903,2,5,0,2,10
14172,7118,11,45,5,0,332000,0,2,1,0,6,2,4,1328000,0,0,0,19,8,0,0,114.1187027,22.57398636,114.1134301,22.59458008,0,0,4,1621728,0,0,0,0,0,0,0,0,0,0,0,5,4,4,2,10
14173,7119,3,26,3,1,332000,0,5,1,0,0,2,4,1328000,0,1,0,2,1,0,0,114.0725556,22.53082869,114.1027893,22.59637715,0,0,4,1712358,0,0,0,0,0,0,0,0,0,0,33.22274996,2,4,1,2,38
14174,7119,3,26,3,1,332000,0,8,3,0,0,2,4,1328000,0,1,0,2,1,0,0,114.0725556,22.53082869,114.0878704,22.54425988,0,0,4,1712358,0,0,0,0,0,0,0,0,0,0,0,10,2,2,1,10
14175,7119,11,36,4,0,332000,0,7,3,0,0,2,4,1328000,0,0,0,2,1,0,0,114.0725556,22.53082869,114.1049978,22.56803444,0,0,4,1712358,0,0,0,0,0,0,0,0,0,0,22.71931548,4,4,1,1,38
14176,7119,1,49,5,0,332000,0,5,1,0,0,2,4,1328000,0,0,0,19,8,0,0,114.0725556,22.53082869,113.9173949,22.69358232,0,0,4,1712358,0,0,0,0,0,0,0,0,0,0,103.4921547,1,4,1,1,25
14177,7120,2,34,3,1,332000,0,2,1,0,6,2,4,1328000,0,1,0,2,1,0,0,113.8677722,22.56190042,113.8637706,22.57978804,0,0,4,2554200,0,0,0,0,0,0,0,0,0,0,8.436164591,7,3,1,2,10
14178,7120,11,26,3,1,332000,0,7,3,0,0,2,4,1328000,0,1,0,2,1,0,0,113.8677722,22.56190042,113.9102712,22.54288065,0,0,4,2554200,0,0,0,0,0,0,0,0,0,0,21.4293887,0,1,2,1,50
14179,7120,1,44,4,0,332000,0,8,3,0,0,2,4,1328000,0,0,0,2,1,0,0,113.8677722,22.56190042,113.7961225,22.72937009,0,0,4,2554200,0,0,0,0,0,0,0,0,0,0,83.83496293,5,2,0,1,25
14180,7120,11,49,5,0,332000,0,1,1,0,3,2,4,1328000,0,0,0,19,8,0,0,113.8677722,22.56190042,113.9142301,22.54249797,0,0,4,2554200,0,0,0,0,0,0,0,0,0,0,23.17179172,7,4,2,2,38
14181,7121,2,31,3,1,332000,0,2,1,0,6,2,4,1328000,0,1,0,19,8,0,0,113.9311877,22.50132536,113.8703931,22.77279619,0,0,4,2696625,0,0,0,0,0,0,0,0,0,0,0,2,4,4,1,10
14182,7121,11,33,3,1,332000,0,8,3,0,0,2,4,1328000,0,1,0,40,20,0,0,113.9311877,22.50132536,113.9421106,22.57569068,0,0,4,2696625,0,0,0,0,0,0,0,0,0,0,34.59345223,6,2,2,2,38
14183,7121,11,38,4,0,332000,0,7,3,0,0,2,4,1328000,0,0,0,19,8,0,0,113.9311877,22.50132536,114.0083573,22.75268468,0,0,4,2696625,0,0,0,0,0,0,0,0,0,0,121.0159664,2,2,1,2,10
14184,7121,1,49,5,0,332000,0,5,1,0,0,2,4,1328000,0,0,0,19,8,0,0,113.9311877,22.50132536,113.936617,22.52098472,0,0,4,2696625,0,0,0,0,0,0,0,0,0,0,9.386816197,5,1,4,1,10
14185,7122,1,26,3,1,332000,0,1,1,0,3,2,4,1328000,0,1,0,19,8,0,0,114.272928,22.755462,114.3064504,22.77372499,0,0,4,708570,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,25
14186,7122,11,33,3,1,332000,0,7,3,0,0,2,4,1328000,0,1,0,2,1,0,0,114.272928,22.755462,114.4705804,22.59544343,0,0,4,708570,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,10
14187,7122,2,43,4,0,332000,0,7,3,0,0,2,4,1328000,0,0,0,40,20,0,0,114.272928,22.755462,114.2567754,22.59454,0,0,4,708570,0,0,0,0,0,0,0,0,0,0,74.43561299,9,2,1,1,75
14188,7122,11,46,5,0,332000,0,4,1,0,3,2,4,1328000,0,0,0,19,8,0,0,114.272928,22.755462,114.3064504,22.77372499,0,0,4,708570,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,25
14189,7123,1,31,3,1,332000,0,4,1,0,3,2,4,1328000,0,1,0,2,1,0,0,114.0459686,22.60518174,114.0648887,22.6583551,0,0,4,1174500,0,0,0,0,0,0,0,0,0,0,0,3,4,1,2,38
14190,7123,11,27,3,1,332000,0,7,3,0,0,2,4,1328000,0,1,0,40,20,0,0,114.0459686,22.60518174,114.0395011,22.60753726,0,0,4,1174500,0,0,0,0,0,0,0,0,0,0,3.167906909,3,4,1,1,10
14191,7123,2,37,4,0,332000,0,8,3,0,0,2,4,1328000,0,0,0,19,8,0,0,114.0459686,22.60518174,114.072443,22.6488278,0,0,4,1174500,0,0,0,0,0,0,0,0,0,0,23.49443825,3,2,2,1,25
14192,7123,11,46,5,0,332000,0,3,1,0,3,2,4,1328000,0,0,0,2,1,0,0,114.0459686,22.60518174,113.936609,22.69505631,0,0,4,1174500,0,0,0,0,0,0,0,0,0,0,65.14849871,1,5,0,1,10
14193,7124,2,34,3,1,332000,0,1,1,0,3,2,4,1328000,0,1,0,19,8,0,0,114.0374198,22.63386006,114.03693,22.61669775,0,0,4,1301400,0,0,0,0,0,0,0,0,0,0,7.902072802,6,0,2,2,10
14194,7124,11,33,3,1,332000,0,7,3,0,0,2,4,1328000,0,1,0,2,1,0,0,114.0374198,22.63386006,113.9807925,22.69309141,0,0,4,1301400,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,38
14195,7124,1,36,4,0,332000,0,7,3,0,0,2,4,1328000,0,0,0,19,8,0,0,114.0374198,22.63386006,114.0490229,22.63510087,0,0,4,1301400,0,0,0,0,0,0,0,0,0,0,5.370709533,1,3,1,1,10
14196,7124,11,49,5,0,332000,0,4,1,0,3,2,4,1328000,0,0,0,2,1,0,0,114.0374198,22.63386006,114.0544413,22.63532705,0,0,4,1301400,0,0,0,0,0,0,0,0,0,0,0,14,3,3,2,10
14197,7125,1,28,3,1,332000,0,4,1,0,3,2,4,1328000,0,1,0,2,1,0,0,114.1306867,22.60230633,114.1231422,22.56771889,0,0,4,1358100,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,25
14198,7125,11,33,3,1,332000,0,7,3,0,0,2,4,1328000,0,1,0,8,2,0,0,114.1306867,22.60230633,114.2956573,22.6953443,0,0,4,1358100,0,0,0,0,0,0,0,0,0,0,87.16907341,2,5,2,2,100
14199,7125,2,38,4,0,332000,0,7,3,0,0,2,4,1328000,0,0,0,2,1,0,0,114.1306867,22.60230633,113.9634208,22.70353264,0,0,4,1358100,0,0,0,0,0,0,0,0,0,0,89.98295152,6,3,0,2,25
14200,7125,4,50,5,0,332000,0,3,1,0,3,2,4,1328000,0,0,0,8,2,0,0,114.1306867,22.60230633,113.9894251,22.73620886,0,0,4,1358100,0,0,0,0,0,0,0,0,0,0,89.58196279,5,4,3,0,10
14201,7126,2,34,3,1,332000,0,5,1,0,0,2,4,1328000,0,1,0,2,1,0,0,114.2376679,22.71326216,114.4236128,22.63131798,0,0,4,992337,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,10
14202,7126,11,31,3,1,332000,0,8,3,0,0,2,4,1328000,0,1,0,40,20,0,0,114.2376679,22.71326216,114.2240162,22.70156244,0,0,4,992337,0,0,0,0,0,0,0,0,0,0,8.274835036,4,3,0,0,10
14203,7126,11,36,4,0,332000,0,8,3,0,0,2,4,1328000,0,0,0,19,8,0,0,114.2376679,22.71326216,114.2741171,22.72922143,0,0,4,992337,0,0,0,0,0,0,0,0,0,0,18.31311441,5,3,4,1,25
14204,7126,1,46,5,0,332000,0,1,1,0,3,2,4,1328000,0,0,0,19,8,0,0,114.2376679,22.71326216,114.2240162,22.70156244,0,0,4,992337,0,0,0,0,0,0,0,0,0,0,8.274835036,2,0,0,2,10
14205,7127,11,28,3,1,332000,0,4,1,0,3,2,4,1328000,0,1,0,2,1,0,0,114.1002178,22.54785762,114.1042953,22.54730183,0,0,4,1549125,0,0,0,0,0,0,0,0,0,0,1.893999773,2,0,1,1,25
14206,7127,1,32,3,1,332000,0,7,3,0,0,2,4,1328000,0,1,0,8,2,0,0,114.1002178,22.54785762,114.0975068,22.5648681,0,0,4,1549125,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,38
14207,7127,2,40,4,0,332000,0,7,3,0,0,2,4,1328000,0,0,0,40,20,0,0,114.1002178,22.54785762,114.1068236,22.62223429,0,0,4,1549125,0,0,0,0,0,0,0,0,0,0,0,8,4,1,0,75
14208,7127,11,48,5,0,332000,0,1,1,0,3,2,4,1328000,0,0,0,19,8,0,0,114.1002178,22.54785762,114.3833801,22.69048805,0,0,4,1549125,0,0,0,0,0,0,0,0,0,0,145.9231111,0,0,1,2,10
